name,processor,ram,storage,display,graphics,prices
StoreDisplayUnit-AcerALGGamingLaptop,12thGenCorei5-12450HSeries,16GBRAM,512GBSSD,15.6Inch(39.6cm)144HzDisplay,NVIDIARTX3050,"60,000"
HPVictusGamingLaptop,13thGenCorei5,16GBRAM,512GBSSD,15.6inch(39.62cm)Display,6GBRTX4050Graphics,"82,990"
AsusROGStrixG16,IntelCorei7,16GBRAM,1TBSSD,16Inch(40.64cm)FHDDisplay,6GBRTX4050Graphics,"1,13,990"
StoreDisplayUnit-AcerAspireLite15-52Laptop,12thGenCorei5,16GBRAM,512GBSSD,IntelIrisXeGraphics,Windows11,"44,000"
DellG15GamingLaptop,13thGenCorei7,16GBRAM,512GBSSD,15.6inch(39.62cm),NVIDIA6GBGraphics,"91,990"
DellG15-553013thGenGamingLaptop,IntelCorei5-13450HX,16GBDDR5RAM,512GBSSD,NVIDIARTX3050(6GBGDDR6),15.6Inch(39.62cm)FHD120HzDisplay,"81,999"
AcerAspire3A325-45Laptop,IntelCeleronN4500,8GBRAM,512GBSSD,15.6inch(39.6cm)FullHDLEDBacklitDisplay,IntelUHDGraphics,"25,990"
AcerSwiftGoLaptop,IntelCoreUltra5,16GBRAM,512GBSSD,14Inch(35.56cm)OLEDWUXGADisplay,IntelARCGraphics,"76,990"
StoreDisplayUnit-DellInspironLaptop,IntelCoreUltra514thGen,16GBRAM,512GBSSD,13.3InchQHDPlusDisplay,IntelArcGraphics,"79,990"
StoreDisplayUnit-HP14Laptop,AMDRyzen3,8GBRAM,512SSD,14inch(35.6cm)FHDDisplay,Thin&Light,"37,990"
ASUSVivobook15,13thGenCorei3,8GBRAM,512GBSSD,15.6inch(39.62cm),IntelUHDGraphics,"47,990"
MicrosoftSurfacePro,11thEdition)(SnapdragonXPlus(10Core),16GBRAM,512GBSSD,13inch(33.02cm)QualcommGraphics,Win11,"1,30,990"
MicrosoftSurfacePro,11thEdition)(SnapdragonXPlus(10Core),16GBRAM,512GBSSD,13inch(33.02cm)QualcommGraphics,Win11,"1,30,990"
MicrosoftSurfacePro,11thEdition)(SnapdragonXPlus(10Core),16GBRAM,256GBSSD,13inch(33.02cm)QualcommGraphics,Win11,"1,12,990"
MicrosoftSurfacePro,11thEdition)(SnapdragonXElite(12Core),16GBRAM,512GBSSD,13inch(33.02cm)QualcommGraphics,Win11,"1,69,990"
MicrosoftSurfacePro,11thEdition)(SnapdragonXElite(12Core),16GBRAM,1TBSSD,13inch(33.02cm)QualcommAdrenoGraphics,Win11,"1,89,990"
MicrosoftSurfaceLaptop,7thEdition)(SnapdragonXElite(12Core),16GBRAM,256GBSSD,15inch(38.1cm)QualcommGraphics,Win11,"1,39,990"
MicrosoftSurfaceLaptop,7thEdition)(SnapdragonXPlus(10Core),16GBRAM,512GBSSD,13.8inch(35.05cm),QualcommGraphics,"1,30,990"
MicrosoftSurfaceLaptop,7thEdition)(SnapdragonXPlus(10Core),16GBRAM,256GBSSD,13.8inch(35.05cm),QualcommGraphics,"1,12,990"
MicrosoftSurfaceLaptop,7thEdition)(SnapdragonXElite(12Core),16GBRAM,512GBSSD,13.8inch(35.05cm),QualcommGraphics,"1,57,990"
HPEnvyx3602-in-1Laptop,IntelCoreUltra5,16GBRAM,512GBSSD,14inch(35.6cm)WUXGADisplay,Intel®Graphics,"87,499"
StoreDisplayUnit-LenovoIdeaPadSlim514IRL8,13thGenCorei5,16GB,512GBSSD,14inch(35.56cm),IntelUHDGraphics,"59,999"
StoreDisplayUnit-LenovoLOQ15IAX9GamingLaptop,12thGenCorei5,12GBRAM,512GBSSD,15.6Inch(39.62cm),4GBRTX2050Graphics,"51,000"
HPPavilionx360,13thGenCorei5,16GB,512GBSSD,14inch(35.6cm),HPFastCharge,"63,990"
StoreDisplayUnitHPVictusGamingLaptop,12thGenCorei5,16GBRAM,512GBSSD,15.6inch(39.62cm)144HzDisplay,4GBRTXGraphics,"62,999"
StoreDisplayUnit-HPEnvyx3602-in-1Laptop,IntelCoreUltra7,16GBRAM,512GBSSD,14inch(35.6cm)Display,IntelGraphics,"97,499"
StoreDisplayUnit-HPEnvyx3602-in-1Laptop,IntelCoreUltra5,16GBRAM,512GBSSD,14inch(35.6cm)OLEDDisplay,IntelGraphics,"90,499"
StoreDisplayUnit-HPPavilion15Laptop,13thGenIntelCorei5,16GBRAM,512GBSSD,15.6inch(39.6cm)Display,IntelIrisXeGraphics,"70,990"
StoreDisplayUnit-DellInspiron3530Laptop,13thGenInteli5,8GBRAM,512GBSSD,15.6inch(39.62cm)Display,IntelUHDGraphics,"49,790"
StoreDisplayUnit-AcerNitroVGamingLaptop,13thGenCorei5,16GBRAM,512GBSSD,"15.6""(39.62cm)",NVIDIAGeForceRTX3050Graphics,"62,000"
StoreDisplayUnit-AppleMacBookAir15InchM2Chip,8GBRAM,256GBSSD,LiquidRetinaDisplay,10coreGPU,Starlight)(1YearOnSiteGoWarranty,"79,990"
AppleMacBookProM4ProChip,24GBRAM,512GBSSD,16.2inch(41.05cm)LiquidRetinaXDRDisplay,14-coreCPU,20-coreGPUmacOS,"2,29,900"
AppleMacBookProM4ProChip,24GBRAM,512GBSSD,16.2inch(41.05cm)LiquidRetinaXDRDisplay,14-coreCPU,20-coreGPUmacOS,"2,29,900"
AppleMacBookProM4Chip,16GBRAM,512GBSSD,14.2inch(35.97cm)LiquidRetinaXDRDisplay,10-coreCPU,10-coreGPUmacOS,"1,36,990"
AppleMacBookProM4Chip,16GBRAM,1TBSSD,14.2inch(35.97cm)LiquidRetinaXDRDisplay,10-coreCPU,10-coreGPUmacOS,"1,59,990"
AppleMacBookProM4ProChip,24GBRAM,512GBSSD,14.2inch(35.97cm)LiquidRetinaXDRDisplay,12-coreCPU,16-coreGPUmacOS,"1,89,900"
AppleMacBookProM4ProChip,48GBRAM,512GBSSD,16.2inch(41.05cm)LiquidRetinaXDRDisplay,14-coreCPU,20-coreGPUmacOS,"2,75,399"
AppleMacBookProM4Chip,24GBRAM,1TBSSD,14.2inch(35.97cm)LiquidRetinaXDRDisplay,10-coreCPU,10-coreGPUmacOS,"1,99,500"
AppleMacBookAirM3Chip,16GBRAM,256GBSSD,15.3inch(38.91cm)LiquidRetinaDisplay,8-coreCPU,10-coreGPU,"78,334"
AppleMacBookProM4MaxChip,36GBRAM,1TBSSD,16.2inch(41.05cm)LiquidRetinaXDRDisplay,14-coreCPU,32-coreGPU,"3,32,500"
AppleMacBookProM4ProChip,24GBRAM,1TBSSD,14.2inch(35.97cm)LiquidRetinaXDRDisplay,14-coreCPU,20-coreGPUmacOS,"2,15,900"
AppleMacBookProM4Chip,16GBRAM,1TBSSD,14.2inch(35.97cm)LiquidRetinaXDRDisplay,10-coreCPU,10-coreGPUmacOS,"1,70,900"
AppleMacBookAirM3Chip,16GBRAM,256GBSSD,15.3inch(38.91cm)LiquidRetinaDisplay,8-coreCPU,10-coreGPU,"78,334"
AppleMacBookProM4MaxChip,48GBRAM,1TBSSD,16.2inch(41.05cm)LiquidRetinaXDRDisplay,16-coreCPU,40-coreGPU,"3,79,905"
AppleMacBookProM4Chip,16GBRAM,512GBSSD,14.2inch(35.97cm)LiquidRetinaXDRDisplay,10-coreCPU,10-coreGPUmacOS,"1,52,900"
AppleMacBookProM4ProChip,24GBRAM,512GBSSD,14.2inch(35.97cm)LiquidRetinaXDRDisplay,12-coreCPU,16-coreGPUmacOS,"1,89,900"
AppleMacBookAirM2chip,16GBRAM,256GBSSD,13.6inch(34.46cm)LiquidRetinaDisplay,8-coreCPU,8-coreGPUmacOS,"72,990"
MicrosoftSurfaceLaptop,7thEdition)(SnapdragonXElite(12Core),16GBRAM,512GBSSD,13.8inch(35.05cm),QualcommGraphics,"1,57,990"
StoreDisplayUnit-HPSpectrex36020242-in1Laptop,IntelCoreUltra7,32GBRAM,1TBSSD,14inch(35.6cm)Display,IntelARCGraphics,"1,58,999"
AppleMacbookAir2024,M3Chip,8GBRAM,512GBSSD,8CoreCPU10COREGPU,15.3Inch38.91cmLiquidRetinaDisplay,"99,590"
StoreDisplayUnit-AppleMacbookAir2024,M3Chip,8GBRAM,512GBSSD,8CoreCPU10COREGPU,15.3Inch(38.91cm)LiquidRetinaDisplay,"99,590"
StoreDisplayUnit-AppleMacbookAir2024,M3Chip,8GBRAM,512GBSSD,15.3Inch(38.91cm)Display,Silver)MRYQ3HN,"99,590"
AppleMacbookAir2024,M3Chip,8GBRAM,512GBSSD,8CoreCPU10COREGPU,15.3Inch38.91cmLiquidRetinaDisplay,"99,590"
AppleMacbookAir2024,M3Chip,16GBRAM,512GBSSD,8CoreCPU10COREGPU,15.3Inch38.91cmLiquidRetinaDisplay,"92,776"
AppleMacbookAir2024,M3Chip,16GBRAM,512GBSSD,8CoreCPU10COREGPU,15.3Inch38.91cmLiquidRetinaDisplay,"92,776"
AppleMacbookAir2024,M3Chip,16GBRAM,512GBSSD,8CoreCPU10COREGPU,15.3Inch38.91cmLiquidRetinaDisplay,"92,776"
StoreDisplayUnit-AppleMacBookAirM2ChipMLY23HN/A,8GBRAM,512GBSSD,13.6-inch(34.46cm)Display,8-coreCPU,10-coreGPU,"75,490"
AppleMacBookAirM2Chip,2022)(8GBRAM,512GBSSD,13.6-inch(34.46cm),8-coreCPU,10-coreGPU,"75,583"
AppleMacBookAirM2ChipLaptop,8GBRAM,512GBSSD,13.6-inch(34.46cm)Display,8-coreCPU,10-coreGPU,"75,583"
StoreDisplayUnit-AppleMacBookAirM1chipLaptop,8GBRAM,256GBSSD,13.3-inch(33.74cm)RetinaDisplay,BacklitKB,FaceTimeHDCamera,"49,990"
AppleMacBookNeoA18Prochip,8GBRAM,256GBSSD,13InchLiquidRetinaDisplay,6‑coreCPUand5‑coreGPU,Citrus,"66,490"
StoreDisplayUnit-AppleMacBookProM4ProChip,24GBRAM,512GBSSD,16.2inch(41.05cm)LiquidRetinaXDRDisplay,14-coreCPU,20-coreGPUmacOS,"1,69,990"
StoreDisplayUnit-AppleMacBookProM4ProChip,24GBRAM,512GBSSD,16.2inch(41.05cm)LiquidRetinaXDRDisplay,14-coreCPU,20-coreGPUmacOS,"1,69,990"
StoreDisplayUnit-AppleMacBookProM5Chip,16GBRAM,512GBSSD,14inch(35.56cm)LiquidRetinaXDRDisplay,10-coreCPU,10-coreGPU,"1,34,990"
StoreDisplayUnit-AppleMacBookAirM2chip,16GBRAM,256GBSSD,13.6inch(34.46cm)LiquidRetinaDisplay,8-coreCPU,8-coreGPUmacOS,"59,990"
AppleMacBookProM5ProChip,24GBRAM,1TBSSD,16inch(40.64cm)LiquidRetinaXDRDisplay,18-coreCPU,20-coreGPU,"2,90,890"
AppleMacBookProM5MaxChip,36GBRAM,2TBSSD,14inch(35.56cm)LiquidRetinaXDRDisplay,18-coreCPU,32-coreGPU,"3,79,890"
AppleMacBookProM5ProChip,24GBRAM,2TBSSD,14inch(35.56cm)LiquidRetinaXDRDisplay,18-coreCPU,20-coreGPU,"2,94,390"
AppleMacBookProM5ProChip,24GBRAM,1TBSSD,14inch(35.56cm)LiquidRetinaXDRDisplay,15-coreCPU,16-coreGPU,"2,37,390"
AppleMacBookProM5MaxChip,36GBRAM,2TBSSD,14inch(35.56cm)LiquidRetinaXDRDisplay,18-coreCPU,32-coreGPU,"3,79,890"
AppleMacBookProM5ProChip,24GBRAM,2TBSSD,14inch(35.56cm)LiquidRetinaXDRDisplay,18-coreCPU,20-coreGPU,"2,94,390"
AppleMacBookProM5ProChip,24GBRAM,1TBSSD,14inch(35.56cm)LiquidRetinaXDRDisplay,15-coreCPU,16-coreGPU,"2,37,390"
AppleMacBookProM5ProChip,24GBRAM,2TBSSD,14inch(35.56cm)LiquidRetinaXDRDisplay,15-coreCPU,16-coreGPU,"2,75,390"
AppleMacBookProM5ProChip,24GBRAM,2TBSSD,14inch(35.56cm)LiquidRetinaXDRDisplay,15-coreCPU,16-coreGPU,"2,75,390"
AppleMacBookProM5Chip,32GBRAM,1TBSSD,14inch(35.56cm)LiquidRetinaXDRDisplay,10-coreCPU,10-coreGPU,"2,18,390"
AppleMacBookProM5Chip,32GBRAM,1TBSSD,14inch(35.56cm)LiquidRetinaXDRDisplay,10-coreCPU,10-coreGPU,"2,18,390"
AppleMacBookAirM5Chip,24GBRAM,1TBSSD,15InchLiquidRetinaDisplay,10‑coreCPUand10‑coreGPU,SkyBlue,"1,75,590"
AppleMacBookAirM5Chip,16GBRAM,1TBSSD,15InchLiquidRetinaDisplay,10‑coreCPUand10‑coreGPU,SkyBlue,"1,51,690"
AppleMacBookAirM5Chip,24GBRAM,1TBSSD,15InchLiquidRetinaDisplay,10‑coreCPUand10‑coreGPU,Midnight,"1,69,990"
AppleMacBookAirM5Chip,16GBRAM,1TBSSD,15InchLiquidRetinaDisplay,10‑coreCPUand10‑coreGPU,Midnight,"1,51,690"
HPOMENGamingLaptop,14thGenIntelCorei9,24GBRAM,1TBSSD,16Inch(40.6cm)diagonal2KDisplay,8GB-NVIDIAGeForceRTX5060Graphics,"1,79,999"
SamsungGalaxyBook3360Laptop,IntelCorei7,16GBRAM,512GBSSD,13.3Inch(33.78cm)FHDAMOLEDDisplay,IntelIrisXeGraphics,"1,12,990"
AppleMacBookProM4MaxChip,36GBRAM,1TBSSD,14.2inch(35.97cm)LiquidRetinaXDRDisplay,14-coreCPU,32-coreGPUmacOS,"2,87,900"
AppleMacBookAirM3Chip,16GBRAM,256GBSSD,15.3inch(38.91cm)LiquidRetinaDisplay,8-coreCPU,10-coreGPU,"78,334"
AppleMacBookProM4MaxChip,36GBRAM,1TBSSD,14.2inch(35.97cm)LiquidRetinaXDRDisplay,14-coreCPU,32-coreGPUmacOS,"2,87,900"
AppleMacBookProM4MaxChip,36GBRAM,1TBSSD,16.2inch(41.05cm)LiquidRetinaXDRDisplay,14-coreCPU,32-coreGPU,"3,32,399"
AppleMacBookProM4ProChip,48GBRAM,512GBSSD,16.2inch(41.05cm)LiquidRetinaXDRDisplay,14-coreCPU,20-coreGPUmacOS,"2,60,900"
AppleMacBookProM4Chip,24GBRAM,1TBSSD,14.2inch(35.97cm)LiquidRetinaXDRDisplay,10-coreCPU,10-coreGPUmacOS,"1,80,990"
AppleMacBookProM4ProChip,24GBRAM,1TBSSD,14.2inch(35.97cm)LiquidRetinaXDRDisplay,14-coreCPU,20-coreGPUmacOS,"2,28,000"
AppleMacBookAirM5Chip,24GBRAM,1TBSSD,15InchLiquidRetinaDisplay,10‑coreCPUand10‑coreGPU,Starlight,"1,69,990"
AppleMacBookAirM5Chip,16GBRAM,1TBSSD,15InchLiquidRetinaDisplay,10‑coreCPUand10‑coreGPU,Starlight,"1,51,690"
AppleMacBookAirM5Chip,24GBRAM,1TBSSD,15InchLiquidRetinaDisplay,10‑coreCPUand10‑coreGPU,Silver,"1,69,990"
AppleMacBookAirM5Chip,16GBRAM,1TBSSD,15InchLiquidRetinaDisplay,10‑coreCPUand10‑coreGPU,Silver,"1,51,690"
AppleMacBookAirM5Chip,24GBRAM,1TBSSD,13InchLiquidRetinaDisplay,10‑coreCPUand10‑coreGPU,SkyBlue,"1,46,990"
AppleMacBookAirM5Chip,24GBRAM,1TBSSD,13InchLiquidRetinaDisplay,10‑coreCPUand10‑coreGPU,Midnight,"1,46,990"
AppleMacBookAirM5Chip,16GBRAM,1TBSSD,13InchLiquidRetinaDisplay,10‑coreCPUand10‑coreGPU,Midnight,"1,28,690"
AppleMacBookAirM5Chip,24GBRAM,1TBSSD,13InchLiquidRetinaDisplay,10‑coreCPUand10‑coreGPU,Starlight,"1,46,990"
AppleMacBookAirM5Chip,16GBRAM,1TBSSD,13InchLiquidRetinaDisplay,10‑coreCPUand10‑coreGPU,Starlight,"1,28,690"
AppleMacBookAirM5Chip,24GBRAM,1TBSSD,13InchLiquidRetinaDisplay,10‑coreCPUand10‑coreGPU,Silver,"1,46,990"
AppleMacBookAirM5Chip,16GBRAM,1TBSSD,13InchLiquidRetinaDisplay,10‑coreCPUand10‑coreGPU,Silver,"1,28,690"
HPOmniBook7AILaptop,IntelCoreUltra7-255H,32GBRAM,1TBSSD,"14Inch(35.56cm)diagonal,3KOLEDDisplay",IntelArc140TGPU,"1,21,999"
ASUSZenbook14OLEDLaptop,IntelCoreUltra9,32GBRAM,1TBSSD,14Inch(35.56cm)OLEDTouchScreenDisplay,IntelArcGraphics,"1,37,990"
AppleMacBookProM5Chip,16GBRAM,512GBSSD,14inch(35.56cm)LiquidRetinaXDRDisplay,10-coreCPU,10-coreGPU,"1,52,900"
Dell15Laptop,AMDRyzen3,8GBRAM,512GBSSD,15.6inch(39.62cm)Display,AMDRadeon610MGraphics,"34,499"
